"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE","GRID"
"202300001491326",10/01/2023  06:51,,"LARCENY-THEFT","21XX W AUGUSTA AVE","85021","VEHICLE","CE24"
"202300001492566",10/01/2023  07:00,10/01/2023  08:15,"MOTOR VEHICLE THEFT","23XX E MCDOWELL RD","85006","RENTAL STORAGE / FACILITY","BC32A"
"202380006425",10/01/2023  07:05,10/01/2023  07:20,"LARCENY-THEFT","70XX W INDIAN SCHOOL RD","85033","APARTMENT","BH12"
"202300001491503",10/01/2023  08:20,10/01/2023  08:25,"DRUG OFFENSE","N 35TH AVE & W ACOMA DR","85053","STREET / ROADWAY / SIDEWALK","DE20"
"202300001491523",10/01/2023  08:29,,"LARCENY-THEFT","96XX N 7TH AVE","85021","FENCED RESIDENTIAL YARD","CH26"
"202300001491528",10/01/2023  08:33,,"LARCENY-THEFT","16XX W BETHANY HOME RD","85015","DEPARTMENT / DISCOUNT STORE","CA25"
"202300001491540",10/01/2023  08:37,,"AGGRAVATED ASSAULT","29XX W SWEETWATER AVE","85029","APARTMENT","DC22"
"202300001491609",10/01/2023  08:40,,"AGGRAVATED ASSAULT","65XX W VIRGINIA AVE","85035","PARK / PLAYGROUND","BE13"
"202380006432",10/01/2023  08:51,,"LARCENY-THEFT","28XX W LAWRENCE RD","85017","RESTAURANT","CC22"
"202300001491621",10/01/2023  09:12,,"DRUG OFFENSE","N 33RD AVE & W GROVERS AVE","85053","STREET / ROADWAY / SIDEWALK","DH21"
"202300001491732",10/01/2023  09:49,,"LARCENY-THEFT","18XX E MORTEN AVE","85020","VEHICLE","CE31"
"202300001492314",10/01/2023  10:00,10/01/2023  12:00,"LARCENY-THEFT","24XX W SWEETWATER AVE","85029","PARK / PLAYGROUND","DB23"
"202300001491833",10/01/2023  10:21,,"DRUG OFFENSE","N 67TH AVE & W TAYLOR ST","85043","VEHICLE","BB13"
"202380006463",10/01/2023  11:00,10/01/2023  11:45,"LARCENY-THEFT","5XX E BELL RD","85022","RESTAURANT","DG28"
"202300001493298",10/01/2023  11:00,10/01/2023  16:00,"LARCENY-THEFT","100XX N METRO PKWY E","85051","RESTAURANT","CI22"
"202300001492030",10/01/2023  11:20,10/01/2023  11:23,"AGGRAVATED ASSAULT","E MOUNTAIN VIEW RD & N 12TH ST","85020","STREET / ROADWAY / SIDEWALK","CH29"
"202300001492961",10/01/2023  11:30,10/01/2023  12:30,"LARCENY-THEFT","30XX W BUCKEYE RD","85009","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE","AJ22"
"202300001492076",10/01/2023  11:34,,"MOTOR VEHICLE THEFT","E ST ANNE AVE & S 21ST ST","85042","APARTMENT","AC32"
"202380006418",10/01/2023  11:44,10/01/2023  12:13,"LARCENY-THEFT","13XX E NORTHERN AVE","85020","APARTMENT","CF30"
"202300001540130",10/01/2023  11:57,,"LARCENY-THEFT","210XX N TATUM BLVD","85054","DEPARTMENT / DISCOUNT STORE","EC39"
"202380006427",10/01/2023  12:00,10/02/2023  08:00,"LARCENY-THEFT","16XX E GEORGIA AVE","85016","APARTMENT","BJ31B"
"202300001499234",10/01/2023  12:00,10/02/2023  18:15,"LARCENY-THEFT","22XX W HEATHERBRAE DR","85015","APARTMENT","BH24"
"202300001492967",10/01/2023  12:00,10/01/2023  15:17,"LARCENY-THEFT","16XX W ROESER RD","85041","SINGLE FAMILY HOUSE","AE25"
"202300001492208",10/01/2023  12:00,,"LARCENY-THEFT","20XX E BASELINE RD","85042","SPECIALTY STORE","AB32"
"202300001492188",10/01/2023  12:03,,"LARCENY-THEFT","1XX E JEFFERSON ST","85004","GROCERY / SUPER MARKET","BA28"
"202300001492240",10/01/2023  12:10,10/01/2023  12:19,"AGGRAVATED ASSAULT","69XX W MCDOWELL RD","85043","PARKING LOT","BC12A"
"202300001494576",10/01/2023  12:15,10/01/2023  22:00,"LARCENY-THEFT","176XX N CAVE CREEK RD","85022","PARKING LOT","DH32"
"202300001508420",10/01/2023  12:23,10/01/2023  12:26,"ARSON","1XX W CAMELBACK RD","85013","ALLEY","BJ27"
"202300001492268",10/01/2023  12:26,,"LARCENY-THEFT","182XX N 31ST DR","85053","STREET / ROADWAY / SIDEWALK","DI21"
"202300001492360",10/01/2023  12:45,10/01/2023  12:46,"BURGLARY","20XX N 36TH ST","85008","SCHOOL-ELEMENTARY/SECONDARY","BD36"
"202300001493344",10/01/2023  13:00,10/01/2023  16:40,"MOTOR VEHICLE THEFT","7XX E MORNINGSIDE DR","85022","CONDO / TOWNHOUSE","DI29"
"202300001494281",10/01/2023  13:00,10/01/2023  20:29,"MOTOR VEHICLE THEFT","25XX W CACTUS RD","85029","APARTMENT","DA23"
"202300001492914",10/01/2023  13:00,10/01/2023  15:00,"MOTOR VEHICLE THEFT","67XX W THOMAS RD","85035","SHOPPING MALL","BE12"
"202300001492631",10/01/2023  13:00,,"LARCENY-THEFT","48XX N 59TH AVE","85033","RETAIL BUSINESS","BI14"
"202300001492454",10/01/2023  13:14,,"LARCENY-THEFT","102XX N METRO PKWY W","85051","SPECIALTY STORE","CI22"
"202300001498480",10/01/2023  13:50,10/01/2023  14:00,"MOTOR VEHICLE THEFT","24XX W ORANGEWOOD AVE","85021","APARTMENT","CD23A"
"202300001498691",10/01/2023  14:00,10/02/2023  08:00,"MOTOR VEHICLE THEFT","132XX N 3RD WAY","85022","CONDO / TOWNHOUSE","DC28"
"202300001493098",10/01/2023  14:00,10/01/2023  15:30,"LARCENY-THEFT","40XX S 16TH ST","85040","VEHICLE","AF30"
"202300001492642",10/01/2023  14:01,,"LARCENY-THEFT","6XX E WATKINS ST","85004","STREET / ROADWAY / SIDEWALK","AH28"
"202300001492913",10/01/2023  14:03,,"MOTOR VEHICLE THEFT","158XX N 36TH LN","85053","SINGLE FAMILY HOUSE","DF20"
"202380006436",10/01/2023  14:30,10/01/2023  15:30,"LARCENY-THEFT","56XX N 7TH ST","85012","RESTAURANT","CA28"
"202300001493793",10/01/2023  14:30,10/01/2023  18:51,"AGGRAVATED ASSAULT","48XX S 35TH AVE","85041","STREET / ROADWAY / SIDEWALK","AE20"
"202300001492867",10/01/2023  14:50,,"LARCENY-THEFT","73XX W THOMAS RD","85035","SPECIALTY STORE","BE11"
"202380006441",10/01/2023  15:00,10/01/2023  15:01,"LARCENY-THEFT","34XX E SKY HARBOR BLVD","85034","AIRPORT","AI35"
"202300001503371",10/01/2023  15:00,,"AGGRAVATED ASSAULT","31XX W BUCKEYE RD","85009","MOBILE HOME","AJ21"
"202300001493430",10/01/2023  15:00,10/01/2023  17:00,"BURGLARY","62XX W RAYMOND ST","85043","SINGLE FAMILY HOUSE","AF14"
"202300001495620",10/01/2023  15:00,10/02/2023  06:30,"MOTOR VEHICLE THEFT","80XX S 51ST AVE","85339","DRIVEWAY","IB16"
"202300001492955",10/01/2023  15:14,,"DRUG OFFENSE","N 35TH AVE & W VAN BUREN ST","85009","VEHICLE","BA20"
"202300001492982",10/01/2023  15:20,10/01/2023  15:20,"LARCENY-THEFT","83XX W CAMELBACK RD","85037","DRUG STORE","BI08"
"202300001495053",10/01/2023  15:25,10/01/2023  23:00,"MOTOR VEHICLE THEFT","52XX E THOMAS RD","85008","STREET / ROADWAY / SIDEWALK","BE40"
"202300001493257",10/01/2023  15:26,10/01/2023  16:26,"LARCENY-THEFT","35XX W PEORIA AVE","85029","CONVENIENCE MARKET / STORE","CJ20"
"202300001495731",10/01/2023  15:30,10/02/2023  07:00,"LARCENY-THEFT","30XX W YORKSHIRE DR","85027","PARKING LOT","EA22"
"202300001493115",10/01/2023  15:50,,"AGGRAVATED ASSAULT","70XX S 24TH ST","85042","SCHOOL-COLLEGE/UNIVERSITY","AB32"
"202300001495393",10/01/2023  16:00,10/02/2023  04:30,"MOTOR VEHICLE THEFT","56XX S 52ND DR","85339","SINGLE FAMILY HOUSE","AD16"
"202300001493269",10/01/2023  16:00,,"AGGRAVATED ASSAULT","N 77TH AVE & W PALM LN","85035","STREET / ROADWAY / SIDEWALK","BD10"
"202300001496858",10/01/2023  16:00,10/02/2023  10:40,"LARCENY-THEFT","13XX N 24TH ST","85008","GARAGE","BC33A"
"202300001496173",10/01/2023  16:00,,"LARCENY-THEFT","7XX N 12TH AVE","85007","VEHICLE","BB26"
"202300001493146",10/01/2023  16:04,,"DRUG OFFENSE","51XX N CENTRAL AVE","85012","OFFICE / COMMERCIAL BUILDING","BJ28"
"202300001493226",10/01/2023  16:20,,"AGGRAVATED ASSAULT","43XX N 27TH AVE","85017","APARTMENT","BH23B"
"202300001493179",10/01/2023  16:30,10/01/2023  16:47,"LARCENY-THEFT","74XX W VIRGINIA AVE","85035","DEPARTMENT / DISCOUNT STORE","BE11"
"202300001493339",10/01/2023  16:50,,"AGGRAVATED ASSAULT","N CAVE CREEK RD & N ESCOBAR WAY","85022","STREET / ROADWAY / SIDEWALK","DB32A"
"202300001494616",10/01/2023  17:00,10/01/2023  22:00,"MOTOR VEHICLE THEFT","136XX N 44TH ST","85032","APARTMENT","DC37"
"202300001495842",10/01/2023  17:00,10/02/2023  07:00,"LARCENY-THEFT","162XX N 7TH ST","85022","PARKING LOT","DG28"
"202300001493867",10/01/2023  17:00,,"LARCENY-THEFT","23XX N 12TH ST","85006","APARTMENT","BE30"
"202300001493444",10/01/2023  17:12,10/01/2023  17:12,"LARCENY-THEFT","210XX N TATUM BLVD","85054","DEPARTMENT / DISCOUNT STORE","EC39"
"202300001493471",10/01/2023  17:26,,"AGGRAVATED ASSAULT","94XX N 13TH AVE","85021","APARTMENT","CH26"
"202300001493481",10/01/2023  17:27,,"ROBBERY","44XX E OSBORN RD","85018","PARKING LOT","BG38"
"202300001494732",10/01/2023  17:30,10/01/2023  22:30,"BURGLARY","52XX S 16TH PL","85040","SINGLE FAMILY HOUSE","AD31"
"202300001556134",10/01/2023  18:00,10/13/2023  06:00,"MOTOR VEHICLE THEFT","174XX N 7TH ST","85022","APARTMENT","DH29"
"202300001496220",10/01/2023  18:00,10/02/2023  09:00,"BURGLARY","30XX W YORKSHIRE DR","85027","GARAGE","EA22"
"202300001496914",10/01/2023  18:00,10/02/2023  09:30,"LARCENY-THEFT","34XX W CAMELBACK RD","85017","SPECIALTY STORE","BJ21"
"202300001493718",10/01/2023  18:30,10/01/2023  18:32,"LARCENY-THEFT","24XX W BETHANY HOME RD","85015","CONVENIENCE MARKET / STORE","CB23A"
"202300001495070",10/01/2023  19:00,10/02/2023  00:00,"LARCENY-THEFT","18XX W OCOTILLO RD","85015","APARTMENT","CC25"
"202300001493936",10/01/2023  19:00,,"ROBBERY","81XX W FLOWER ST","85033","DRIVEWAY","BF09"
"202300001494950",10/01/2023  19:00,10/02/2023  00:00,"LARCENY-THEFT","18XX W OCOTILLO RD","85015","APARTMENT","CC25"
"202300001493930",10/01/2023  19:10,,"ROBBERY","182XX N 25TH AVE","85023","APARTMENT","DI23A"
"202300001493913",10/01/2023  19:15,,"AGGRAVATED ASSAULT","37XX W VILLA THERESA DR","85308","SINGLE FAMILY HOUSE","DI20"
"202300001495022",10/01/2023  19:30,10/02/2023  00:58,"MOTOR VEHICLE THEFT","199XX N 23RD AVE","85027","APARTMENT","EA23A"
"202300001493990",10/01/2023  19:37,,"MURDER AND NON-NEGLIGENT MANSLAUGHTER","N 35TH AVE & W ROSE LN","85017","BUS","CB20"
"202300001494105",10/01/2023  20:00,10/01/2023  20:00,"AGGRAVATED ASSAULT","N 25TH AVE & W SWEETWATER AVE","85029","PARK / PLAYGROUND","DB23"
"202300001495333",10/01/2023  20:00,10/02/2023  04:00,"LARCENY-THEFT","84XX W VIRGINIA AVE","85037","APARTMENT","BE08"
"202300001495749",10/01/2023  20:00,10/02/2023  07:18,"MOTOR VEHICLE THEFT","199XX N 23RD AVE","85027","APARTMENT","EA23A"
"202300001494239",10/01/2023  20:20,,"LARCENY-THEFT","39XX E BROADWAY RD","85040","CONVENIENCE MARKET / STORE","AE36"
"202300001495780",10/01/2023  20:30,10/02/2023  07:15,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001538522",10/01/2023  20:48,,"LARCENY-THEFT","168XX N 7TH ST","85022","DEPARTMENT / DISCOUNT STORE","DG28"
"202380006445",10/01/2023  21:00,10/02/2023  05:30,"LARCENY-THEFT","22XX E CAMPBELL AVE","85016","APARTMENT","BI32"
"202300001495669",10/01/2023  22:00,10/02/2023  06:40,"MOTOR VEHICLE THEFT","21XX W THUNDERBIRD RD","85023","APARTMENT","DD24"
"202300001504346",10/01/2023  22:00,10/03/2023  17:00,"LARCENY-THEFT","348XX N 32ND DR","85086","UNKNOWN","FJ21"
"202300001509479",10/01/2023  22:00,,"LARCENY-THEFT","51XX N 40TH ST","85018","PARKING GARAGE","BJ37"
"202300001494581",10/01/2023  22:04,,"AGGRAVATED ASSAULT","35XX E THOMAS RD","85018","SPECIALTY STORE","BF35"
"202300001496023",10/01/2023  22:15,10/02/2023  07:30,"MOTOR VEHICLE THEFT","13XX N 24TH ST","85008","APARTMENT","BC33A"
"202300001495910",10/01/2023  22:45,10/01/2023  22:50,"LARCENY-THEFT","1XX E JEFFERSON ST","85004","GROCERY / SUPER MARKET","BA28"
"202300001494728",10/01/2023  22:52,,"AGGRAVATED ASSAULT","17XX W COLTER ST","85015","APARTMENT","BJ25"
"202300001495242",10/01/2023  23:30,10/02/2023  03:00,"ROBBERY","26XX E MONTE CRISTO AVE","85032","STREET / ROADWAY / SIDEWALK","DF33"
"202300001496930",10/01/2023  23:30,10/02/2023  10:50,"LARCENY-THEFT","164XX N 31ST ST","85032","PARKING LOT","DG34"
"202300001496937",10/01/2023  23:30,10/02/2023  08:00,"LARCENY-THEFT","22XX N 44TH ST","85008","VEHICLE","BD37"
"202300001499461",10/02/2023  00:00,,"DRUG OFFENSE","10XX E INDIAN SCHOOL RD","85014","PARKING LOT","BG29"
"202300001499857",10/02/2023  00:00,,"LARCENY-THEFT","14XX N 53RD AVE","85043","APARTMENT","BC16A"
"202300001518158",10/02/2023  00:00,10/02/2023  23:00,"BURGLARY","128XX N CAVE CREEK RD","85022","APARTMENT","DB32B"
"202300001496378",10/02/2023  00:00,,"DRUG OFFENSE","4XX E PUGET AVE","85020","OPEN SPACE / DESERT","CG28"
"202300001495869",10/02/2023  00:00,10/02/2023  07:54,"AGGRAVATED ASSAULT","17XX E LYNNE LN","85042","SINGLE FAMILY HOUSE","AC31"
"202300001498061",10/02/2023  00:00,,"BURGLARY","S 103RD AVE & W COUNTRY PLACE BLVD","85353","OFFICE / COMMERCIAL BUILDING","AG04"
"202300001499032",10/02/2023  00:00,,"BURGLARY","2XX W TAMARISK ST","85041","SINGLE FAMILY HOUSE","AE27"
"202300001499470",10/02/2023  00:00,,"LARCENY-THEFT","29XX E INDIAN SCHOOL RD","85016","CONVENIENCE MARKET / STORE","BG34"
"202300001503004",10/02/2023  00:00,10/03/2023  08:00,"LARCENY-THEFT","35XX W POLK ST","85009","PARKING LOT","BB20"
"202380006458",10/02/2023  00:00,10/02/2023  00:00,"LARCENY-THEFT","50XX N 40TH ST","85018","BANK / SAVINGS / CREDIT UNION","BJ36"
"202300001495367",10/02/2023  00:00,,"LARCENY-THEFT","69XX W DEVONSHIRE AVE","85033","APARTMENT","BH12"
"202300001535144",10/02/2023  00:00,10/09/2023  00:00,"BURGLARY","19XX E YALE ST","85006","STOREROOM/SHED (COMMERCIAL)","BE31"
"202300001508329",10/02/2023  00:00,10/02/2023  00:00,"LARCENY-THEFT","25XX W BLOOMFIELD RD","85029","VEHICLE","DB23"
"202300001495074",10/02/2023  00:00,,"DRUG OFFENSE","N 43RD AVE & W THOMAS RD","85035","STREET / ROADWAY / SIDEWALK","BE18"
"202300001497257",10/02/2023  00:00,,"DRUG OFFENSE","N 7TH AVE & W CAMELBACK RD","85013","LIGHT RAIL FACILITY","BI26"
"202300001506990",10/02/2023  00:01,10/04/2023  08:00,"LARCENY-THEFT","72XX S 37TH GLN","85041","SINGLE FAMILY HOUSE","AB20"
"202300001494951",10/02/2023  00:27,10/02/2023  00:27,"DRUG OFFENSE","46XX E PARADISE VILLAGE PKWY N","85032","PARKING LOT","DC38"
"202300001494961",10/02/2023  00:33,,"AGGRAVATED ASSAULT","30XX W SALTER DR","85027","SINGLE FAMILY HOUSE","EC22"
"202300001494972",10/02/2023  00:36,,"AGGRAVATED ASSAULT","114XX N 28TH DR","85029","APARTMENT","DA22"
"202300001494993",10/02/2023  00:40,,"AGGRAVATED ASSAULT","E INDIAN SCHOOL RD & N 12TH ST","85014","STREET / ROADWAY / SIDEWALK","BH30"
"202300001503100",10/02/2023  01:00,,"BURGLARY","35XX W NORTHERN AVE","85051","SPECIALTY STORE","CE20"
"202300001495556",10/02/2023  01:30,10/02/2023  01:51,"MOTOR VEHICLE THEFT","33XX W GREENWAY RD","85053","APARTMENT","DF21"
"202300001495284",10/02/2023  02:30,,"AGGRAVATED ASSAULT","N 43RD AVE & W THOMAS RD","85035","PARKING LOT","BE18"
"202300001495622",10/02/2023  03:00,10/02/2023  06:30,"MOTOR VEHICLE THEFT","33XX N 24TH PL","85016","STREET / ROADWAY / SIDEWALK","BF33"
"202300001495229",10/02/2023  03:03,,"BURGLARY","107XX W INDIAN SCHOOL RD","85037","RESTAURANT",
"202300001495285",10/02/2023  03:26,,"LARCENY-THEFT","31XX E VAN BUREN ST","85034","CONVENIENCE MARKET / STORE","BA34"
"202300001495355",10/02/2023  03:27,,"BURGLARY","51XX W BASELINE RD","85339","SPECIALTY STORE","AB16"
"202300001499480",10/02/2023  03:42,10/02/2023  03:42,"LARCENY-THEFT","31XX W SWEETWATER AVE","85029","FENCED RESIDENTIAL YARD","DB21"
"202300001498550",10/02/2023  04:05,10/02/2023  10:00,"LARCENY-THEFT","15XX W GLENDALE AVE","85021","PARKING LOT","CD25"
"202300001495394",10/02/2023  04:39,,"LARCENY-THEFT","28XX N 27TH AVE","85009","CONVENIENCE MARKET / STORE","BE22"
"202300001495439",10/02/2023  05:00,10/02/2023  05:15,"BURGLARY","21XX E BASELINE RD","85042","RESTAURANT","AB32"
"202300001495782",10/02/2023  05:30,10/02/2023  07:15,"LARCENY-THEFT","48XX W DESERT HOLLOW DR","85083","FENCED RESIDENTIAL YARD","EH17"
"202300001495702",10/02/2023  05:30,10/02/2023  05:45,"BURGLARY","21XX E BASELINE RD","85042","RESTAURANT","AB32"
"202300001495610",10/02/2023  06:00,10/02/2023  06:34,"LARCENY-THEFT","6XX W MISSION LN","85021","APARTMENT","CH27"
"202300001495577",10/02/2023  06:00,10/02/2023  06:20,"AGGRAVATED ASSAULT","88XX W EDGEMONT AVE","85037","SINGLE FAMILY HOUSE","BE07"
"202300001495681",10/02/2023  06:55,,"LARCENY-THEFT","10XX W MARICOPA AC","85007","WAREHOUSE / FACTORY","AI26"
"202300001535201",10/02/2023  07:00,10/09/2023  15:00,"MOTOR VEHICLE THEFT","22XX S 75TH AVE","85043","PARKING LOT","AH10"
"202300001514979",10/02/2023  07:00,10/05/2023  16:00,"BURGLARY","9XX E VAN BUREN ST","85034","GARAGE","BA29"
"202300001495848",10/02/2023  07:45,,"AGGRAVATED ASSAULT","18XX W CORTEZ ST","85029","APARTMENT","DA25"
"202300001497048",10/02/2023  07:57,,"LARCENY-THEFT","18XX W BETHANY HOME RD","85015","DRUG STORE","CA25"
"202300001495982",10/02/2023  08:20,,"LARCENY-THEFT","1XX E JEFFERSON ST","85004","GROCERY / SUPER MARKET","BA28"
"202300001498377",10/02/2023  08:30,10/02/2023  15:30,"RAPE","7XX W CAMELBACK RD","85013","VEHICLE","BJ26"
"202300001496031",10/02/2023  08:30,,"BURGLARY","34XX W DUNLAP AVE","85051","DRUG STORE","CH21"
"202300001496294",10/02/2023  09:20,,"AGGRAVATED ASSAULT","67XX W THOMAS RD","85035","SHOPPING MALL","BE12"
"202300001501152",10/02/2023  10:01,,"LARCENY-THEFT","80XX S ARIZONA GRAND PKWY","85044","HOTEL / MOTEL","IB40"
"202300001496573",10/02/2023  10:12,10/02/2023  10:12,"LARCENY-THEFT","41XX N S HERRERA WAY","85012","HOSPITAL","BH28"
"202300001496739",10/02/2023  10:39,,"BURGLARY","26XX E ADAMS ST","85034","OTHER","BA33"
"202300001496804",10/02/2023  10:45,,"ROBBERY","44XX E CAMELBACK RD","85018","BUS STOP","BI38"
"202300001496802",10/02/2023  10:51,,"AGGRAVATED ASSAULT","43XX N 7TH AVE","85013","STREET / ROADWAY / SIDEWALK","BH26"
"202300001497384",10/02/2023  11:10,10/02/2023  11:20,"BURGLARY","8XX N 2ND AVE","85003","APARTMENT","BB27"
"202300001516195",10/02/2023  11:30,,"DRUG OFFENSE","114XX N 37TH DR","85029","SINGLE FAMILY HOUSE","DA20"
"202300001497049",10/02/2023  11:36,,"LARCENY-THEFT","22XX E QUAIL AVE","85024","STOREROOM/SHED (COMMERCIAL)","EC32"
"202300001497119",10/02/2023  11:47,,"DRUG OFFENSE","19XX W BROADWAY RD","85041","STREET / ROADWAY / SIDEWALK","AF24"
"202300001501507",10/02/2023  12:00,10/03/2023  06:00,"MOTOR VEHICLE THEFT","199XX N 23RD AVE","85027","APARTMENT","EA23A"
"202300001501810",10/02/2023  12:00,10/03/2023  09:00,"BURGLARY","44XX E BASELINE RD","85042","COMMUNITY CENTER","AB38"
"202300001507647",10/02/2023  12:00,10/04/2023  11:04,"LARCENY-THEFT","29XX N 35TH AVE","85019","STREET / ROADWAY / SIDEWALK","BF20"
"202300001497282",10/02/2023  12:10,10/02/2023  12:10,"LARCENY-THEFT","45XX N 19TH AVE","85015","SPECIALTY STORE","BI24"
"202300001497293",10/02/2023  12:12,10/02/2023  12:12,"LARCENY-THEFT","106XX N 19TH AVE","85029","RETAIL BUSINESS","CJ25"
"202300001497520",10/02/2023  12:16,10/02/2023  12:37,"LARCENY-THEFT","45XX E CACTUS RD","85032","DEPARTMENT / DISCOUNT STORE","DA38"
"202300001497367",10/02/2023  12:30,,"DRUG OFFENSE","17XX W BELL RD","85023","OPEN SPACE / DESERT","DH25"
"202300001498663",10/02/2023  13:00,10/02/2023  13:01,"AGGRAVATED ASSAULT","80XX N 19TH AVE","85021","GROCERY / SUPER MARKET","CF25"
"202300001498968",10/02/2023  13:15,10/02/2023  13:20,"BURGLARY","15XX E FRIESS DR","85022","SINGLE FAMILY HOUSE","DD31"
"202300001499001",10/02/2023  13:30,10/02/2023  14:30,"BURGLARY","34XX W MONTECITO AVE","85017","SINGLE FAMILY HOUSE","BH21"
"202300001497762",10/02/2023  13:45,10/02/2023  13:45,"DRUG OFFENSE","170XX N 19TH AVE","85023","BUS","DG24"
"202300001497802",10/02/2023  13:55,,"LARCENY-THEFT","41XX N 9TH ST","85014","APARTMENT","BH29"
"202300001497823",10/02/2023  14:05,10/02/2023  14:05,"AGGRAVATED ASSAULT","61XX W VAN BUREN ST","85043","WAREHOUSE / FACTORY","BA14"
"202300001501276",10/02/2023  14:30,10/03/2023  06:20,"LARCENY-THEFT","40XX E ELM ST","85018","SINGLE FAMILY HOUSE","BI37"
"202300001534330",10/02/2023  14:30,10/02/2023  15:00,"LARCENY-THEFT","35XX W BASELINE RD","85339","SPECIALTY STORE","AB20"
"202300001498363",10/02/2023  15:00,10/02/2023  15:37,"ROBBERY","51XX E GUADALUPE RD","85044","PARKING LOT","ID40"
"202300001502096",10/02/2023  15:20,,"ROBBERY","28XX W FILLMORE ST","85009","STREET / ROADWAY / SIDEWALK","BB22"
"202300001498294",10/02/2023  15:29,10/02/2023  15:29,"DRUG OFFENSE","104XX N 31ST AVE","85051","PARKING LOT","CI22"
"202300001498358",10/02/2023  15:32,,"LARCENY-THEFT","24XX E UNION HILLS DR","85032","DRUG STORE","DI33"
"202300001502195",10/02/2023  15:45,,"LARCENY-THEFT","30XX W YORKSHIRE DR","85027","APARTMENT","EA22"
"202300001498562",10/02/2023  15:55,10/02/2023  15:56,"AGGRAVATED ASSAULT","46XX N 28TH ST","85016","SCHOOL-ELEMENTARY/SECONDARY","BI33"
"202300001502083",10/02/2023  16:00,10/03/2023  06:00,"LARCENY-THEFT","49XX N 44TH ST","85018","GARAGE","BI37"
"202300001501211",10/02/2023  16:00,10/03/2023  06:20,"MOTOR VEHICLE THEFT","199XX N 23RD AVE","85027","APARTMENT","EA23A"
"202300001501224",10/02/2023  16:00,,"LARCENY-THEFT","82XX W MCDOWELL RD","85043","APARTMENT","BC09A"
"202300001498894",10/02/2023  16:30,10/02/2023  17:09,"LARCENY-THEFT","75XX S 19TH AVE","85041","DRUG STORE","AB24"
"202300001498787",10/02/2023  16:48,,"LARCENY-THEFT","43XX W MCDOWELL RD","85043","SPECIALTY STORE","BC18A"
"202300001500876",10/02/2023  17:00,10/03/2023  03:15,"MOTOR VEHICLE THEFT","46XX E CAROLINA DR","85032","STREET / ROADWAY / SIDEWALK","DF38"
"202300001515678",10/02/2023  17:00,10/05/2023  12:00,"MOTOR VEHICLE THEFT","47XX W CORRINE DR","85304","STREET / ROADWAY / SIDEWALK","DB17"
"202300001501569",10/02/2023  17:00,10/03/2023  08:00,"MOTOR VEHICLE THEFT","19XX E INDIAN SCHOOL RD","85016","AUTO DEALERSHIP NEW/USED","BG31A"
"202300001498874",10/02/2023  17:06,10/02/2023  17:08,"LARCENY-THEFT","16XX E CAMELBACK RD","85016","SPECIALTY STORE","BJ31B"
"202300001498949",10/02/2023  17:24,,"MOTOR VEHICLE THEFT","202XX N 32ND DR","85027","APARTMENT","EB21"
"202300001498965",10/02/2023  17:26,,"DRUG OFFENSE","76XX N 27TH AVE","85051","BUS STOP","CE23B"
"202300001499016",10/02/2023  17:34,,"DRUG OFFENSE","104XX N 31ST AVE","85051","DEPARTMENT / DISCOUNT STORE","CI22"
"202300001499819",10/02/2023  17:50,10/02/2023  20:15,"MOTOR VEHICLE THEFT","44XX E CAMELBACK RD","85018","OFFICE / COMMERCIAL BUILDING","BI38"
"202300001508443",10/02/2023  18:00,,"LARCENY-THEFT","2XX E JESSE OWENS PKWY","85042","APARTMENT","AB28"
"202300001509940",10/02/2023  18:00,10/04/2023  17:30,"MOTOR VEHICLE THEFT","3XX E VIRGINIA AVE","85004","APARTMENT","BE28"
"202300001501328",10/02/2023  18:00,10/03/2023  07:00,"LARCENY-THEFT","70XX W INDIAN SCHOOL RD","85033","PARKING LOT","BH12"
"202300001501267",10/02/2023  18:00,10/03/2023  06:00,"LARCENY-THEFT","100XX W WATKINS ST","85353","STREET / ROADWAY / SIDEWALK","AH04"
"202300001501888",10/02/2023  18:00,10/03/2023  09:00,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001499562",10/02/2023  18:00,10/02/2023  18:15,"LARCENY-THEFT","3XX E MCDOWELL RD","85004","GROCERY / SUPER MARKET","BD28"
"202300001502408",10/02/2023  18:30,10/03/2023  11:00,"MOTOR VEHICLE THEFT","47XX E UNION HILLS DR","85050","APARTMENT","DJ38"
"202300001499669",10/02/2023  18:50,10/02/2023  19:35,"LARCENY-THEFT","65XX E GREENWAY PKWY","85254","DRUG STORE","DE43"
"202300001501368",10/02/2023  19:00,,"MOTOR VEHICLE THEFT","25XX N 83RD AVE","85035","APARTMENT","BE09"
"202300001503012",10/02/2023  19:10,10/02/2023  19:20,"LARCENY-THEFT","1XX E DUNLAP AVE","85020","DEPARTMENT / DISCOUNT STORE","CG28"
"202300001499569",10/02/2023  19:28,10/02/2023  19:28,"MOTOR VEHICLE THEFT","41XX E UNION HILLS DR","85050","CONDO / TOWNHOUSE","DJ37"
"202380006448",10/02/2023  19:30,10/03/2023  06:30,"LARCENY-THEFT","49XX N 44TH ST","85018","APARTMENT","BI37"
